Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Saba Restaurant-Baggot Street,https://www.sabadublin.com/baggot-street/,+35315631999,-6.24374065230938,53.3335745015308,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
Johnnie Fox's Pub and Restaurant,https://www.johnniefoxs.com/,+35312955647,-6.219301,53.221711,Dublin,Kilternan,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Matt The Thresher,https://matts.ie/,+35316762980,-6.2517008,53.3369563,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Rolys Bistro,https://www.rolysbistro.ie,+35316682611,-6.232253,53.329399,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
The Waterloo Bar,http://www.thewaterloobarandgrill.ie,+35316600650,-6.2432557,53.3333567,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Findlater's Church,https://www.abbeychurch.ie/history,+35318378600,-6.2636949,53.3544848,Dublin,Dublin City,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Iveagh Gardens,https://heritageireland.ie/visit/places-to-visit/the-iveagh-gardens/,+35314757816,-6.2610343,53.3351376,Dublin,Dublin City,Republic of Ireland,"Public Park,Nature and Wildlife"
Dublin Castle,https://heritageireland.ie/visit/places-to-visit/dublin-castle/,+35316458813,-6.26741864418034,53.3428995946208,Dublin,Dublin City,Republic of Ireland,"Castle,Historic Houses and Castle"
Royal Irish Academy,https://www.ria.ie/,+35316090600,-6.2581132,53.3407397,Dublin,Dublin City,Republic of Ireland,Learning
Irish Theatre Summer School,https://gaietyschool.com/,+35316799277,-6.26073,53.3464,Dublin,Dublin City,Republic of Ireland,Learning
The Shack Restaurant,https://www.shackrestaurant.ie,+35316790043,-6.2643475,53.3454303,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
The Bailey Bar,https://www.facebook.com/BaileyBarDublin/,+35316704939,-6.2595157,53.3420172,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Pearl Brasserie,https://www.pearl-brasserie.com/,+35316613572,-6.2531829,53.3383413,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
Donabate Golf Club,https://donabategolfclub.com/,+35318436346,-6.126744,53.479945,Dublin,Donabate,Republic of Ireland,Golf
Dublin Cultural Institute,https://www.dublinci.com/,+35318728470,-6.2596849,53.3475812,Dublin,Dublin City,Republic of Ireland,Learning
"Blarney Castle, Kilkenny and Irish Whiskey - Rabbie's Small Group Tours",https://www.rabbies.com/en/ireland-tours/from-dublin/3-day-tours/kilkenny-west-cork-kinsale-south-east-ireland-3-day-tour,,-6.2555903,53.3423932,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
FIRE Steakhouse & Bar,https://www.firesteakhouse.ie,+35316767200,-6.2575332,53.3404968,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
O'Neill's Pub,http://www.oneillsbar.com,+35316793656,-6.2607613,53.3439052,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
"Dingle, Killarney and the Wild Atlantic Way - Rabbie's Small Group Tours",https://www.rabbies.com/en/ireland-tours/from-dublin/3-day-tours/dingle-killarney-wild-atlantic-way-3-day-tour,,-6.2555903,53.3423932,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Oliveto at Haddington House,https://haddingtonhouse.ie/oliveto,+35312800011,-6.130567,53.2920773,Dublin,Dún Laoghaire,Republic of Ireland,"Food and Drink,Restaurant"
Tierneys Gift Shop,https://tierneysgifts.com/,+35312801417,-6.136679,53.292489,Dublin,Dún Laoghaire,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Christ Church Cathedral,https://christchurchcathedral.ie,+35316778099,-6.2710602,53.343513,Dublin,Dublin City,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Easy Motion,https://easymotion.ie/,+35314089999,-6.3490735,53.4135063,Dublin,Blanchardstown,Republic of Ireland,Cycling
Rody Bolands,https://www.rodybolands.com/,+35314970336,-6.2653824,53.3211442,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
TGI Friday's Blanchardstown,http://www.fridays.ie/pages/locator.php?tab=3,+35318225990,-6.3925191,53.3917376,Dublin,Blanchardstown,Republic of Ireland,"Food and Drink,Restaurant"
Adelaide Road Presbyterian Church,https://www.adelaideroadchurch.ie/,+35312694944,-6.2587834,53.3325079,Dublin,Dublin City,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Hanora D Restaurant,https://www.lucanspahotel.ie/hanora-d-restaurant.html,+35316280494,-6.463761,53.355392,Dublin,Lucan,Republic of Ireland,"Food and Drink,Restaurant"
Harbourmaster Pub & Restaurant,https://harbourmaster.ie/,+35316701688,-6.24911,53.349766,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Wicklow Day Tour - Coach Tours of Ireland,https://wicklowmountainstour.ie/,+353(0)15311711,-6.2605686,53.3507863,Wicklow,Wicklow Town,Republic of Ireland,"Activity Operator,Tour"
Bloomfields Shopping Centre,https://bloomfieldshoppingcentre.ie,+35312300551,-6.1389512,53.2924502,Dublin,Dún Laoghaire,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
St Anne's Park and Rose Gardens,https://www.dublincity.ie/residential/parks/dublin-city-parks/visit-park/st-annes-park,+35318338898,-6.17541,53.3693,Dublin,Dublin City,Republic of Ireland,"Gardens,Garden"
DiVino Italian Restaurant,https://divinoskerries.ie/,+35318490717,-6.1069349,53.5780034,Dublin,Skerries,Republic of Ireland,"Food and Drink,Restaurant"
The Willows,http://thewillowsdundrum.com/,+35312984310,-6.250868,53.284176,Dublin,Ballinteer,Republic of Ireland,"Food and Drink,Pubs and Bar"
Wagamama - Dundrum,https://www.wagamama.ie/restaurants/dublin-dundrum,+35312157188,-6.2439724,53.2884258,Dublin,Dundrum,Republic of Ireland,"Food and Drink,Restaurant"
Irlanda en Espanol,https://irlandaenespanol.com/,+353876891919,-6.2330183,53.3403902,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Chili Club,http://www.chiliclub.ie/#eat-together,+35316773721,-6.2596455,53.3408739,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
The Ivy House,http://www.theivyhouse.ie,+35318375385,-6.252393,53.3724273,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
The Old Stand,http://www.theoldstandpub.com,+35316777220,-6.2621012,53.3431396,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Mulligans Pub,,+35316775582,-6.2554264,53.3468861,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
St Ann's Church,https://stann.dublin.anglican.org/,+35316767727,-6.2579562,53.3409241,Dublin,Dublin City,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
"Porterhouse, Temple Bar",https://porterhousebrewco.ie/temple-bar/,+35316798847,-6.267354,53.3451,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Old Mill Restaurant,http://oldmillrestaurant.ie/,+35316719262,-6.262958,53.345655,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
Bakers Corner,https://www.facebook.com/BakersCornerPub/,+35312807782,-6.15778,53.280639,Dublin,Dún Laoghaire,Republic of Ireland,"Food and Drink,Pubs and Bar"
National Gallery of Ireland,https://www.nationalgallery.ie/,+35316615133,-6.2525147,53.3409266,Dublin,Dublin City,Republic of Ireland,Art Gallery
The Coachman's Inn,https://thecoachmansinn.ie/,+35318401227,-6.229251,53.432459,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The James Joyce Centre,https://jamesjoyce.ie/,+35318788547,-6.2599805,53.3541941,Dublin,Dublin City,Republic of Ireland,"Museums and Attraction,Literary Ireland"
Royal Hibernian Academy,https://rhagallery.ie/,+35316612558,-6.25470687235259,53.3370711953089,Dublin,Dublin City,Republic of Ireland,Art Gallery
Butlers Chocolate Café - Dundrum Town Centre,https://www.butlerschocolates.com/en/chocolate-cafes/locator/dundrum-town-centre-dublin,+35312963180,-6.2420791,53.2872252,Dublin,Dundrum,Republic of Ireland,"Food and Drink,Cafe"
Nearys Pub,https://www.nearys.ie/,+35316778596,-6.261229,53.340709,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
O'Sullivan Antiques,https://osullivanantiques.com,+35314541143,-6.2745217,53.3410682,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Sheehans,https://www.facebook.com/sheehansbarchathamst/,+35316771914,-6.26178,53.340957,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
A Touch of Ireland,https://atouchofireland.ie/,+35316680888,-6.236283,53.336932,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Dublinia,https://www.dublinia.ie,+35316794611,-6.2720614,53.343149,Dublin,Dublin City,Republic of Ireland,Museums and Attraction
Wagamama - Blanchardstown ,https://www.wagamama.ie/restaurants/dublin-blanchardstown,+35318219449,-6.39110772156528,53.3947931344631,Dublin,Blanchardstown,Republic of Ireland,"Food and Drink,Restaurant"
Glencullen Adventure Park,https://www.thegap.ie/,+35312942782,-6.2253887,53.2230278,Dublin,Kilternan,Republic of Ireland,
Uncle Toms Cabin,https://uncletomscabin.ie,+35312984357,-6.2464752,53.2952461,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Harry's on the Green,https://www.harrysonthegreen.ie/,+35314758504,-6.2634799,53.3403754,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Elephant & Castle Temple Bar,http://www.elephantandcastle.ie/,+35315337563 ,-6.2623998,53.3457098,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
F.X. Buckley Pembroke Street,https://www.thebuckleycollection.ie/pembroke-street,+35316764606,-6.2518492,53.3372824,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
Sole Seafood & Grill,http://www.instagram.com/soleseafoodandgrill,+35315442300,-6.26282510696092,53.3420511635341,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
Dublin Zoo,https://www.dublinzoo.ie/,+35314748900,-6.3052898,53.3561935,Dublin,Dublin City,Republic of Ireland,Zoos and Aquarium
Stillorgan Village Centre,http://stillorganvillageshopping.com,+35312886004,-6.200196,53.2894327,Dublin,Stillorgan,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
The Harp Lounge,https://www.carnegiecourthotel.com/eat-drink-swords/harp-bar-swords,+35318404384,-6.217837,53.462472,Dublin,Swords,Republic of Ireland,"Food and Drink,Pubs and Bar"
101 Talbot,https://www.101talbot.ie/,+35318745011,-6.2572932,53.3501691,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
Happy Out Café,http://happyout.ie,+353861547053,-6.17715276796184,53.3585927580978,Dublin,Clontarf,Republic of Ireland,"Food and Drink,Cafe"
Sights of Dublin Day Tours,http://sightsofdublin.com,+3538667339268,-6.26091007301636,53.3516845862516,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
The Brazen Head,https://www.brazenhead.com/,+35316795186,-6.2763323,53.3449326,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Irish Family History Centre,https://www.facebook.com/Irishfamilyhistorycentre/,+35319059216,-6.2480492,53.3490142,Dublin,Dublin City,Republic of Ireland,
Esplora Dublino,https://esploradublino.com/,+353872166993,-6.26025355249203,53.3498073870225,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
The Hairy Lemon,https://thehairylemon.ie/,+35316718949,-6.263869,53.3412644,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Café en Seine,https://www.cafeenseine.ie/,+35316774567,-6.2586199,53.340658,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Hogs & Heifers,http://www.hogsandheifers.ie,+35318902523,-6.22416628806593,53.4451165963057,Dublin,Swords,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Salamanca,http://www.salamanca.ie,+35316774799,-6.261616,53.343483,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
Irish Jewish Museum,http://www.jewishmuseum.ie/,+35314531797,-6.269414,53.330748,Dublin,Dublin City,Republic of Ireland,Museums and Attraction
O'Reilly Theatre,https://www.oreillytheatre.com/,+35318586690,-6.2620851,53.3556337,Dublin,Dublin City,Republic of Ireland,
Yung's Restaurant,,+35312842156,-6.129808,53.289714,Dublin,Dún Laoghaire,Republic of Ireland,"Food and Drink,Restaurant"
Luigi Malone's Dublin,https://luigimalonesdublin.com/,+35316792723,-6.263506,53.345076,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
The Round Tower Clondalkin,https://www.dublinsoutdoors.ie/round-tower-clondalkin-village/,+35315554648,-6.3955701,53.3226014,Dublin,Clondalkin,Republic of Ireland,Museums and Attraction
The Spa at Castleknock Hotel,https://www.castleknockhotel.com/thespa-at-castleknock-hotel.htm,+35316406366,-6.3905238,53.3663865,Dublin,Castleknock,Republic of Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa"
Dundrum Town Centre,https://www.dundrum.ie,+35312991700,-6.242252,53.286982,Dublin,Dundrum,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
The Duke Pub,http://www.thedukedublin.com,+35316799553,-6.2586996,53.3419569,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Hop On Hop Off  Tour - DoDublin,https://dodublin.ie/,+35317033028,-6.260892,53.350453,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
The Book of Kells,https://www.tcd.ie/visitors/book-of-kells,+35318962320,-6.2567401,53.3439329,Dublin,Dublin City,Republic of Ireland,Museums and Attraction
Balheary Shooting,http://www.balhearyshootinggrounds.com,+35318078814,-6.273701,53.4906652,Dublin,Swords,Republic of Ireland,
Eddie Rockets City Diner,http://www.eddierockets.ie,+35316797340,-6.25967,53.341205,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Fast Food,Restaurant"
Duffy's Bar & Lounge,http://www.duffys.ie/,+35318450735,-6.1544733,53.4507179,Dublin,Malahide,Republic of Ireland,"Food and Drink,Pubs and Bar"
Aran Islands Tour - Railtours Ireland First Class!,https://railtoursireland.com/train-tour/the-aran-islands/dh11,+35318560045,-6.250291,53.351003,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Hard Rock Cafe,https://www.hardrockcafe.com/location/dublin/,+35316717777,-6.2608664,53.3458781,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
National Maritime Museum of Ireland,http://www.mariner.ie/,+353(0)12800969,-6.1319213568695,53.292222903792,Dublin,Dún Laoghaire,Republic of Ireland,Museums and Attraction
Bon Appetit Restaurant,https://www.bonappetit.ie/,+35318450314,-6.151796,53.451669,Dublin,Malahide,Republic of Ireland,"Food and Drink,Restaurant"
J.W Sweetman,https://www.jwsweetman.ie/,+35316705777,-6.2581381,53.3469777,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Hidden Howth Experiences,https://hiddenhowthexperiences.com/,+353879781390,-6.0687478,53.3878577,Dublin,Howth,Republic of Ireland,"Walking,Activity Operator,Day Tour,Tour,Food Trails and Tour"
Meeting House Square,,+35316772255,-6.2653715,53.34499,Dublin,Dublin City,Republic of Ireland,
My Ireland Tour - 10 Day Deluxe Irish Castles Tour,https://www.myirelandtour.com/tours/2022/deluxe-irish-castle-tour.php,+353(0)214376600,-9.05407427676732,53.2697516655463,Galway,Galway City,Republic of Ireland,"Activity Operator,Tour"
Mulberry Garden,https://www.mulberrygarden.ie/,+35312693300,-6.23691137175831,53.3226548084904,Dublin,Donnybrook,Republic of Ireland,"Food and Drink,Restaurant"
Pearse Street Library,https://www.dublincity.ie/residential/libraries/find-library/pearse-street-library,+35312228431,-6.2452219,53.3431499,Dublin,Dublin City,Republic of Ireland,"Tracing Your Ancestors,Literary Ireland"
Gravity Climbing Centre,https://www.gravityclimbing.ie/,+35317078585,-6.323554,53.335754,Dublin,Inchicore,Republic of Ireland,"Climbing,Activity Operator"
Stir Restaurant,https://www.claytonhotelcardifflane.com/restaurants-bars/stir-restaurant/,+35316439500,-6.24113,53.345259,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
William Smith O'Brien Monument,,,-6.2597138,53.3485114,Dublin,Dublin City,Republic of Ireland,Public Sculpture
Leopardstown Inn,http://leopardstowninn.ie/,+35312889189,-6.196973,53.2792761,Dublin,Stillorgan,Republic of Ireland,"Food and Drink,Pubs and Bar"
Howth Adventures,https://www.shaneshowthadventures.com/,+353861250055,-6.066383,53.3827109,Dublin,Howth,Republic of Ireland,"Walking,Activity Operator,Day Tour,Tour"
Lali's Restaurant,https://www.facebook.com/LalisPortmarnock/,+35318464044,-6.125109,53.432469,Dublin,Portmarnock,Republic of Ireland,"Food and Drink,Restaurant"
Sandyford House Bar & Restaurant,https://www.sandyfordhouse.ie/,+35318824350,-6.2249056,53.2698124,Dublin,Sandyford,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Magee of South Anne Street,https://www.magee1866.com/en/ie/Magee-1866-Flagship-Store---South-Anne-Street/cc-42.aspx,+35316798966,-6.2590138,53.3409938,Dublin,Dublin City,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store"
The Crafty Fox,http://thecraftyfoxdublin.ie,,-6.26635939355993,53.3364247849161,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
The Parnell Heritage Pub & Grill,http://www.theparnell.com,+35318783380,-6.2619734,53.3522066,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Madigan's Pub O'Connell Street,http://www.madigansdublin.com/,+35318743692,-6.26051267196658,53.3514281326651,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Restaurant Patrick Guilbaud,https://restaurantpatrickguilbaud.ie/,+35316764192,-6.2530018,53.3383937,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
National Museum of Ireland - Natural History,https://www.museum.ie/en-IE/Museums/Natural-History,+35316777444,-6.2533478,53.3398848,Dublin,Dublin City,Republic of Ireland,Museums and Attraction
Marsh's Library,https://www.marshlibrary.ie/,+35314543511,-6.2706097,53.3391086,Dublin,Dublin City,Republic of Ireland,
Nutgrove Shopping Centre,https://nutgroveshoppingcentre.ie/,+35314933289,-6.2672979,53.2903992,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Blessington Street Basin (Dublin's Secret Garden),http://www.dublincity.ie/main-menu-services-recreation-culture-dublin-city-parks-visit-park/blessington-street-basin,+35316612369,-6.26969159790042,53.3572226151365,Dublin,Dublin City,Republic of Ireland,"Public Park,Nature and Wildlife"
The Yacht Public House,https://theyachtbar.ie/,+35318336364,-6.215115,53.361683,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Ye Olde Hurdy-Gurdy Museum of Vintage Radio,https://hurdygurdyradiomuseum.wordpress.com,+353863818865,-6.063708,53.3876801,Dublin,Howth,Republic of Ireland,Museums and Attraction
The Lord Lucan,http://lordlucanpub.com/,+35316217100,-6.450927,53.348457,Dublin,Lucan,Republic of Ireland,"Food and Drink,Pubs and Bar"
Camden Kitchen,http://camdenkitchen.ie/,+35314760125,-6.2658919,53.3342406,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
Le Monde Bistro,http://www.travelcafe.ie,+35315512656,-6.1355945720054,53.2943904804013,Dublin,Dún Laoghaire,Republic of Ireland,"Food and Drink,Restaurant"
Bruxelles,https://bruxelles.ie/,+35316775362,-6.260839,53.341345,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
The Dropping Well,http://www.droppingwell.com,+35314973969,-6.254979,53.308028,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Oliver St. John Gogarty,http://www.gogartys.ie,+35316711822,-6.261708,53.345541,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Lulu + Belle,https://www.luluandbelle.com/,+35314434034,-6.0910873,53.5219158,Dublin,Rush,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store"
Irish Taxi Tours,https://www.irishtaxitours.net/,+353872264472,-6.44190366342855,53.3409391243125,Dublin,Santry,Republic of Ireland,"Activity Operator,Tour"
Brady's of Shankill,https://www.bradysshankill.ie/,+35312820153,-6.124504,53.2301216,Dublin,Shankill,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Toddys Brasserie,http://www.gresham-hotels-dublin.com/cmsFiles/toddys_menu_layout_2.pdf,+35318746881,-6.260295,53.35166,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Temple Bar Gallery + Studios,https://www.templebargallery.com/,+35316710073,-6.2636547,53.3455723,Dublin,Dublin City,Republic of Ireland,Art Gallery
Garden of Remembrance,https://heritageireland.ie/places-to-visit/garden-of-remembrance/,+35318213021,-6.26412713890079,53.3539359628312,Dublin,Dublin City,Republic of Ireland,"Public Park,Nature and Wildlife,Public Sculpture"
Chewbrew,https://www.chewbrew.ie/,+35315550320,-6.26572122214475,53.3411311213986,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Cafe"
Stepaside Golf Centre,http://www.stepasidegolfcentre.ie,+35312953326,-6.20646,53.244513,Dublin,Kilternan,Republic of Ireland,Golf
The Collective,https://thecollectivedublin.ie/,+35316751799,-6.2635199,53.3422589,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
The Bank on College Green,https://www.bankoncollegegreen.com/,+35316770677,-6.2614964,53.3441151,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Jeremiah O'Donovan Rossa,,,-6.259703,53.338446,Dublin,Dublin City,Republic of Ireland,Public Sculpture
Brasserie Sixty6,https://www.brasseriesixty6.com/,+35314005878,-6.264677,53.3425173,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
Stillorgan Orchard,https://www.thestillorganorchard.com/,+35312886793,-6.1968604,53.2882762,Dublin,Stillorgan,Republic of Ireland,"Food and Drink,Pubs and Bar"
Rasam Restaurant,https://www.rasam.ie/,+35312300600,-6.12326137301636,53.2869139724285,Dublin,Glasthule,Republic of Ireland,"Food and Drink,Restaurant"
Best of Irish Rock & Roll Music Tour - LetzGo City Tours,https://www.letzgocitytours.com/dublin/irish-rock-and-roll-music-whiskey-tour/,+35312548650,-6.29209543788909,53.3656392193716,Dublin,Dublin City,Republic of Ireland,Tour
Adam Ladd Tours,https://www.adamladdtours.com/,+353851572537,-6.3007858,53.3403825,Dublin,Kilmainham,Republic of Ireland,"Activity Operator,Tour"
Searsons,https://searsonsbar.ie/,+35316600330,-6.2428826,53.3332243,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
The Abbey Tavern,https://www.abbeytavern.ie/,+35318390307,-6.0657446,53.3869991,Dublin,Howth,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Fagan's,https://faganspub.ie/,+35318375309,-6.2559441,53.3674552,Dublin,Drumcondra,Republic of Ireland,"Food and Drink,Pubs and Bar"
Rascals Brewing Company,https://rascalsbrewing.com/,+35315382051,-6.3240651,53.3361014,Dublin,Inchicore,Republic of Ireland,"Food and Drink,Restaurant,Museums and Attraction,Pubs and Bar"
One Pico Restaurant,https://www.onepico.com/,+35316760300,-6.257302,53.340583,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
The Rediscovery Centre,http://www.rediscoverycentre.ie,+35318933801,-6.2632391,53.397774,Dublin,Dublin City,Republic of Ireland,"Learning,Tour"
The Bloody Stream,https://bloodystream.ie/,+35318395076,-6.0742124,53.3889776,Dublin,Howth,Republic of Ireland,"Food and Drink,Pubs and Bar"
Experience Glasnevin: Ireland's National Cemetery,https://www.dctrust.ie/experience-glasnevin.html,+35318826550,-6.2770874,53.37003,Dublin,Glasnevin,Republic of Ireland,"Museums and Attraction,Public Sculpture"
The Quays Bar & Restaurant,https://www.facebook.com/GogartysTempleBar?ref=ts&fref=ts#!/pages/The-Quays-Bar-Temple-Bar/139095186159015?fref=ts,+35316713922,-6.263116,53.345635,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
St. Mary's Pro Cathedral,http://www.procathedral.ie,+35318745441,-6.258885,53.351138,Dublin,Dublin City,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Dublin City University Conference and Events,https://www.dcu.ie/,+35317005000,-6.2588403,53.3853317,Dublin,Glasnevin,Republic of Ireland,Learning
Jewel in The Crown,http://www.jewelinthecrown.ie,+35316670959,-6.232093,53.330505,Dublin,Ballsbridge,Republic of Ireland,"Food and Drink,Restaurant"
The Outdoor Adventure Store,http://outdooradventurestore.ie,+35318725450,-6.26408178982365,53.3480742765872,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Cornucopia,https://cornucopia.ie/,+35316777583,-6.261418,53.343094,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
Café Topolis,https://www.cafetopolis.com/,+35316704961,-6.267469,53.344327,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
Old Street Wine Bar,,+353(0)18451882,-6.154802,53.451461,Dublin,Malahide,Republic of Ireland,"Food and Drink,Restaurant"
Newgrange and Hill of Tara Tour - Mary Gibbons,https://www.newgrangetours.com/,+353863551355,-6.211949,53.331628,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Rachel Swan,https://www.rachelswan.com/,+353872807609,-6.2701782,53.2783322,Dublin,Rathfarnham,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store"
Howth Walking Tours,https://howthwalkingtours.com,+353879914970,-6.072915,53.3886082,Dublin,Howth,Republic of Ireland,"Walking,Day Tour,Tour"
An Poitin Stil,https://anpoitinstil.ie/,+35314589244,-6.476837,53.281066,Dublin,Rathcoole,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Industry and Co.,https://industryandco.com/,+35316139111,-6.2629959,53.3426684,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Drimnagh Castle,https://www.drimnaghcastle.org/,+35314502530,-6.332674,53.3249335,Dublin,Dublin City,Republic of Ireland,"Castle,Historic Houses and Castle"
St Michan's Church,,+35318724154,-6.275396,53.347458,Dublin,Dublin City,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Leinster House,http://www.oireachtas.ie/parliament/visitsevents/,+35316183271,-6.254252,53.340122,Dublin,Dublin City,Republic of Ireland,
Irish Celtic Craftshop,https://www.irishcelticcraftshop.com,+35316799912,-6.269449,53.343846,Dublin,Dublin City,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store"
F.X. Buckley Monkstown ,https://www.thebuckleycollection.ie/copy-of-monkstown-steak-seafood-1,+35312846187,-6.1534442,53.2940645,Dublin,Monkstown,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Teeling Whiskey Distillery,https://www.teelingwhiskey.com,+35315310888,-6.2771221,53.3377638,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Museums and Attraction"
